,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
2920,Honda,Vezel,jeep 5 doors,black,Gasoline,2013.0,117000.0,Robot,132.0,1400000,1.5 Hybrid 4WD,LEB,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 00:00:00
3672,Toyota,Opa,station wagon,silver,Gasoline,,241000.0,CVT,152.0,210000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 00:00:00
4731,Suzuki,Wagon R,hatchback 5 doors,blue,Gasoline,,48000.0,CVT,52.0,495000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 00:00:00
8822,Honda,Freed Spike,minivan,,Gasoline,,122000.0,CVT,118.0,799000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 00:00:00
4012,Nissan,Note,hatchback 5 doors,grey,Gasoline,2016.0,58000.0,CVT,79.0,850000, 1.2 X,HR12DE,1.2 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 00:00:00
13171,Honda,Crossroad,jeep 5 doors,white,Gasoline,2007.0,162000.0,AT,140.0,935000,1.8 18X HID edition 4WD,R18A,1.8 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 00:00:00
5252,Toyota,Passo,hatchback 5 doors,white,Gasoline,,95000.0,CVT,69.0,650000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 00:00:00
13963,Subaru,Impreza,station wagon,blue,Gasoline,,218000.0,AT,100.0,430000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 00:00:00
13683,Subaru,Forester,jeep 5 doors,,Gasoline,2015.0,94000.0,CVT,148.0,1865000, 2.0i-L 4WD,FB20,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 00:00:00
11143,Toyota,Sai,sedan,white,Gasoline,2013.0,123000.0,CVT,150.0,1400000,2.4 G A Package,2AZ-FXE,2.4 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 00:00:00
8147,Subaru,Forester,jeep 5 doors,red,Gasoline,2002.0,214000.0,AT,220.0,640000,2.0 XT,EJ20,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 00:00:00
7193,Toyota,Corolla Fielder,station wagon,grey,Gasoline,2006.0,160000.0,CVT,136.0,415000,1.8 S aero tourer,2ZR-FE,1.8 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 00:00:00
13105,Toyota,Harrier,jeep 5 doors,blue,Gasoline,2004.0,114000.0,AT,220.0,529000,3.0 300G premium L package,1MZ-FE,3.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 00:00:00
2169,Honda,Stepwgn,minivan,black,Gasoline,2018.0,90000.0,CVT,150.0,1960000,1.5 Spada Cool Spirit Honda Sensing Black Style,L15B,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 00:00:00
8261,Toyota,Noah,minivan,silver,Gasoline,2020.0,28000.0,CVT,99.0,1700000, 1.8 Hybrid X (7 Seater),2ZR-FXE,1.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 00:00:00
4924,Toyota,RAV4,jeep 5 doors,blue,Gasoline,2019.0,22000.0,AT,199.0,3450000,2.5 AT 4WD Престиж Safety,A25A-FKS,2.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 00:00:00
8048,Toyota,Hiace,minivan,white,Diesel,,140000.0,Automatic,144.0,1870000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 00:00:00
12741,Toyota,Probox,station wagon,white,Gasoline,2010.0,180000.0,AT,105.0,530000,1.5 F extra package 4WD,1NZ-FE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 00:00:00
10075,Honda,Fit,hatchback 5 doors,blue,Gasoline,2010.0,120000.0,CVT,120.0,760000,1.5 RS,L15A,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
7660,Nissan,Cube,hatchback 5 doors,brown,Gasoline,2007.0,305000.0,AT,98.0,350000,1.4 14RS,CR14DE,1.4 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 01:00:00
10829,Toyota,Vitz,hatchback 5 doors,silver,Gasoline,2012.0,49000.0,CVT,69.0,599999,1.0 F Smile Edition,1KR-FE,1.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 01:00:00
10161,Nissan,Note,hatchback 5 doors,white,Gasoline,2017.0,82000.0,AT,79.0,800000, 1.2 e-POWER X,HR12DE,1.2 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 01:00:00
10294,Nissan,AD,station wagon,white,Gasoline,2016.0,31000.0,AT,109.0,690000, 1.6 VE 4WD,HR16DE,1.6 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 01:00:00
12946,Toyota,Prius,liftback,,Gasoline,,19000.0,CVT,98.0,1595000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
13584,Toyota,Aqua,hatchback 5 doors,white,Gasoline,2013.0,1000.0,CVT,74.0,555000,1.5 S,1NZ-FXE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
8333,Mitsubishi,Outlander,jeep 5 doors,,Gasoline,2013.0,120000.0,AT,118.0,615000,PHEV 2.0 E 4WD,4B11,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 01:00:00
11320,BMW,5-Series,sedan,black,Gasoline,,80000.0,Automatic,249.0,2500000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 01:00:00
2050,Mazda,Demio,hatchback 5 doors,red,Gasoline,2017.0,62000.0,Manual,116.0,960000,1.5 15MB,P5-VPS,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 01:00:00
4226,Toyota,C-HR,jeep 5 doors,yellow,Gasoline,2018.0,16000.0,CVT,98.0,1785000,Hybrid 1.8 S LED Package,2ZR-FXE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 01:00:00
14481,Toyota,Aqua,hatchback 5 doors,beige,Gasoline,2018.0,41000.0,CVT,74.0,1100000, 1.5 Crossover,1NZ-FXE,1.5 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 01:00:00
7853,Honda,CR-V,jeep 5 doors,black,Gasoline,2018.0,36000.0,CVT,190.0,2545000,1.5 EX Masterpiece 5-seater 4WD,L15B,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
7489,Toyota,Noah,minivan,silver,Gasoline,2003.0,124000.0,AT,152.0,380000,2.0 X G selection,1AZ-FSE,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
8745,Suzuki,Wagon R,hatchback 5 doors,blue,Gasoline,,48000.0,CVT,52.0,495000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
9192,Mazda,Demio,hatchback 5 doors,grey,Gasoline,,126000.0,AT,91.0,450000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 01:00:00
3905,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2009.0,107000.0,AT,163.0,2350000,2.7 TX 7 seat 4WD,2TR-FE,2.7 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 01:00:00
4591,Toyota,Vitz,hatchback 5 doors,grey,Gasoline,2012.0,49000.0,CVT,69.0,599000,1.0 F,1KR-FE,1.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 01:00:00
10913,Lexus,RX200t,jeep 5 doors,white,Gasoline,2015.0,60000.0,AT,238.0,3600000, RX200t F Sport 4WD,8AR-FTS,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 01:00:00
4431,Nissan,Gloria,sedan,blue,Gasoline,1999.0,269000.0,AT,240.0,370000,3.0 300TX,VQ30DD,3.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
1597,Honda,Freed Spike,minivan,white,Gasoline,2010.0,125000.0,CVT,118.0,600000,1.5 G,L15A,1.5 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 01:00:00
5731,Suzuki,Swift,hatchback 5 doors,black,Gasoline,2002.0,188000.0,AT,88.0,160000,1.3 SG,M13A,1.3 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
1755,Toyota,ist,hatchback 5 doors,grey,Gasoline,2002.0,231000.0,AT,87.0,265000,1.3 F,2NZ-FE,1.3 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 01:00:00
13759,Toyota,Aqua,hatchback 5 doors,grey,Gasoline,,170000.0,CVT,74.0,625000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
2119,Toyota,Isis,minivan,brown,Gasoline,,120000.0,CVT,155.0,420000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 01:00:00
11297,Toyota,Prius,liftback,white,Gasoline,2012.0,121000.0,CVT,99.0,1120000,1.8 S,2ZR-FXE,1.8 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 02:00:00
14699,Toyota,Probox,station wagon,white,Gasoline,2002.0,230000.0,AT,109.0,355000,1.5 DX,1NZ-FE,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
13869,Toyota,Harrier,jeep 5 doors,black,Gasoline,2017.0,37000.0,AT,231.0,2830000,2.0 Turbo Progress Metal and Leather Package,8AR-FTS,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 02:00:00
2285,Audi,A7,liftback,white,Gasoline,,63000.0,Automatic,340.0,5600000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 02:00:00
3950,Toyota,Prius,liftback,,Gasoline,2009.0,1000.0,CVT,99.0,868000,1.8 G touring selection,2ZR-FXE,1.8 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
10159,Toyota,Noah,minivan,,Gasoline,2017.0,63000.0,CVT,152.0,2095000,2.0 Si (8 Seater),3ZR-FAE,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 02:00:00
12739,Toyota,Hilux,pickup,grey,Diesel,1988.0,333000.0,Manual,91.0,690000,2800 SR Single Cab Short Body,3L,2.8 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 02:00:00
12174,Toyota,Noah,minivan,,Gasoline,2017.0,63000.0,CVT,152.0,2095000,2.0 Si (8 Seater),3ZR-FAE,2.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 02:00:00
3004,Honda,Fit,hatchback 5 doors,black,Gasoline,2012.0,1000.0,AT,100.0,695000,1.3 G 4WD,L13A,1.3 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
6046,Toyota,Crown,sedan,blue,Gasoline,1993.0,250000.0,AT,230.0,150000,3.0 Royal saloon G,2JZ-GE,3.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 02:00:00
2942,Toyota,Rush,jeep 5 doors,silver,Gasoline,2010.0,37000.0,AT,109.0,1250000,1.5 G L package 4WD,3SZ-VE,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
5416,Toyota,Sienta,minivan,,Gasoline,2018.0,31000.0,CVT,109.0,1205000,1.5 G,2NR-FKE,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 02:00:00
10287,Audi,A7,liftback,white,Gasoline,,63000.0,Automatic,340.0,5600000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 02:00:00
6850,Toyota,Voxy,minivan,black,Gasoline,2017.0,77000.0,CVT,99.0,2150000, 1.8 Hybrid ZS Kirameki (7 Seater),2ZR-FXE,1.8 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 02:00:00
95,Honda,Stream,minivan,brown,Gasoline,2007.0,192000.0,AT,140.0,730000,1.8 RSZ,R18A,1.8 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 02:00:00
308,Toyota,C-HR,jeep 5 doors,silver,Gasoline,2018.0,92000.0,CVT,116.0,1420000,1.2 S-T,8NR-FTS,1.2 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
7561,Nissan,Tiida,hatchback 5 doors,golden,Gasoline,,199000.0,AT,109.0,410000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 02:00:00
14800,Daihatsu,Mira,hatchback 5 doors,grey,Gasoline,,213000.0,CVT,58.0,250000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
90,Subaru,Forester,jeep 5 doors,blue,Gasoline,,108000.0,CVT,171.0,1250000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 02:00:00
8129,Honda,Fit,hatchback 5 doors,grey,Gasoline,,78000.0,CVT,100.0,790000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 02:00:00
2535,Audi,Q7,jeep 5 doors,white,Diesel,,125000.0,AT,249.0,3200000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 03:00:00
6213,Lexus,RX350,jeep 5 doors,white,Gasoline,2019.0,26000.0,AT,300.0,6300000,3.5 AT F Sport,2GR-FKS ,3.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 03:00:00
5741,Toyota,Prius Alpha,minivan,,Gasoline,2013.0,125000.0,CVT,99.0,1212000,1.8 S Tune Black 5 seater,2ZR-FXE,1.8 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 03:00:00
1373,Mitsubishi,Eclipse Cross,jeep 5 doors,grey,Gasoline,,37000.0,CVT,150.0,1800000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 03:00:00
3829,Suzuki,Alto,hatchback 5 doors,white,Gasoline,,220000.0,AT,54.0,240000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 03:00:00
8821,Toyota,Land Cruiser Prado,jeep 5 doors,black,Gasoline,2009.0,160000.0,AT,163.0,2200000,2.7 AT,2TR-FE,2.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 03:00:00
9762,Honda,HR-V,jeep 3 doors,white,Gasoline,1998.0,96000.0,Manual,105.0,245000,1.6 J4,D16A,1.6 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 03:00:00
4653,Toyota,Cresta,sedan,white,Gasoline,1996.0,230000.0,AT,200.0,300000,2.5 Super Lucent,1JZ-GE,2.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 03:00:00
11154,Mazda,Axela,sedan,grey,Gasoline,2016.0,66000.0,AT,111.0,1260000, 1.5 15S PROACTIVE,P5-VPS,1.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 03:00:00
6153,Honda,Fit,hatchback 5 doors,white,Gasoline,2007.0,208000.0,CVT,120.0,430000,1.5 RS,L15A,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 03:00:00
14146,Daihatsu,Atrai,minivan,white,Gasoline,2017.0,100000.0,AT,64.0,885000,660 Custom Turbo RS SAIII 4WD,KF,0.7 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 03:00:00
9086,Hyundai,Solaris,sedan,violet,Gasoline,2011.0,1000.0,AT,123.0,580000,1.6 AT Comfort ,G4FC,1.6 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 03:00:00
11778,Honda,HR-V,jeep 5 doors,blue,Gasoline,,210000.0,Automatic,,435000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 03:00:00
9835,Daihatsu,Terios,jeep 5 doors,green,Gasoline,1997.0,183000.0,AT,92.0,290000,1.3 CX,HC-EJ,1.3 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 03:00:00
11323,Toyota,C-HR,jeep 5 doors,white,Gasoline,2016.0,83000.0,CVT,98.0,1585000,Hybrid 1.8 G,2ZR-FXE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 03:00:00
11569,Mazda,RX-8,coupe,violet,Gasoline,,150000.0,Manual,250.0,600000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 03:00:00
8884,Mitsubishi,Pajero,jeep 5 doors,white,Gasoline,,300000.0,AT,220.0,550000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 03:00:00
483,Honda,Stream,minivan,,Gasoline,2009.0,70000.0,AT,140.0,840000,1.8 X HDD NAVI package ,R18A,1.8 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 03:00:00
9570,Toyota,Prius,liftback,white,Gasoline,2015.0,109000.0,CVT,98.0,1200000,1.8 A E-Four 4WD,2ZR-FXE,1.8 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 04:00:00
1941,Toyota,Vanguard,jeep 5 doors,black,Gasoline,,200000.0,CVT,170.0,1290000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 04:00:00
4681,Honda,Vezel,jeep 5 doors,black,Gasoline,2013.0,64000.0,Robot,132.0,1425000,1.5 Hybrid X L Package 4WD,LEB,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 04:00:00
12451,Honda,Stepwgn,minivan,white,Gasoline,2013.0,120000.0,CVT,150.0,1390000,2.0 Spada S 4WD 7 seater,R20A,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 04:00:00
4192,Toyota,Prius,liftback,,Gasoline,2010.0,150000.0,CVT,99.0,865000,1.8 S LED edition,2ZR-FXE,1.8 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 04:00:00
7371,Subaru,Legacy B4,sedan,grey,Gasoline,2003.0,180000.0,AT,260.0,630000,2.0 B4 GT 50th anniversary,EJ20,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 04:00:00
7170,Mazda,RX-8,coupe,violet,Gasoline,,150000.0,Manual,250.0,600000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 04:00:00
12698,Lexus,NX200,jeep 5 doors,grey,Gasoline,2014.0,60000.0,CVT,150.0,2700000,2.0 CVT AWD Luxury,3ZR-FAE,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 04:00:00
9760,Daihatsu,Be-Go,jeep 5 doors,blue,Gasoline,,196000.0,AT,109.0,575000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 04:00:00
12820,Toyota,Vitz,hatchback 5 doors,grey,Gasoline,2017.0,26000.0,CVT,69.0,750000, 1.0 F Smart Stop Package,1KR-FE,1.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 04:00:00
11612,Honda,Freed,minivan,violet,Gasoline,2011.0,90000.0,CVT,118.0,780000,1.5 G just selection (7-Seater),L15A,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 04:00:00
11411,Nissan,Kix,jeep 3 doors,silver,Gasoline,2008.0,134000.0,AT,64.0,620000,660 RX 4WD,4A30,0.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 04:00:00
8043,Audi,TT,open,yellow,Gasoline,,34000.0,Automatic,230.0,2990000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 04:00:00
1732,Daihatsu,Be-Go,jeep 5 doors,blue,Gasoline,,196000.0,AT,109.0,575000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 04:00:00
8362,Toyota,Vitz,hatchback 5 doors,grey,Gasoline,2017.0,26000.0,CVT,69.0,750000, 1.0 F Smart Stop Package,1KR-FE,1.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 04:00:00
11236,Honda,Grace,sedan,black,Gasoline,2017.0,80000.0,CVT,132.0,1000000,1.5 LX,L15B,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 04:00:00
5022,Mitsubishi,Pajero,jeep 5 doors,silver,Gasoline,2010.0,130000.0,AT,178.0,1450000, 3.0 AT Ultimate,6G72,3.0 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 04:00:00
12991,Subaru,Levorg,station wagon,,Gasoline,2014.0,137000.0,CVT,300.0,1450000,2.0 GT EyeSight 4WD,FA20,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 04:00:00
387,Toyota,Passo,hatchback 5 doors,black,Gasoline,,50000.0,CVT,69.0,585000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-21 04:00:00
11286,Honda,Stream,minivan,grey,Gasoline,2006.0,177000.0,AT,140.0,330000,1.8 RSZ,R18A,1.8 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 04:00:00
6597,Toyota,Vitz,hatchback 5 doors,grey,Gasoline,2008.0,116000.0,CVT,71.0,489000,1.0 F limited,1KR-FE,1.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 04:00:00
201,Toyota,Vitz,hatchback 5 doors,white,Gasoline,2015.0,80000.0,CVT,69.0,660000,1.0 F M Package,1KR-FE,1.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 04:00:00
8544,Nissan,Titan,pickup,grey,Gasoline,,210000.0,AT,305.0,700000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 05:00:00
13081,Infiniti,FX35,jeep 5 doors,black,Gasoline,,87000.0,AT,280.0,1200000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-21 05:00:00
2948,Toyota,Corolla Axio,sedan,grey,,,145000.0,Automatic,,880000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 05:00:00
6207,Honda,Fit,hatchback 5 doors,white,Gasoline,2014.0,117000.0,Robot,110.0,895000,1.5 Hybrid S Package,LEB,1.5 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-21 05:00:00
1038,Toyota,Harrier,jeep 5 doors,blue,Gasoline,1997.0,119000.0,AT,220.0,589000,3.0 FOUR,1MZ-FE,3.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 05:00:00
5552,Toyota,Rush,jeep 5 doors,grey,Gasoline,2006.0,180000.0,AT,109.0,500000,1.5 G 4WD,3SZ-VE,1.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 05:00:00
6160,Honda,Vezel,jeep 5 doors,grey,Gasoline,2018.0,117000.0,Robot,132.0,1865000,1.5 Hybrid Z Honda Sensing 4WD,LEB,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 05:00:00
474,Mazda,Bongo,minivan,white,Gasoline,,126000.0,AT,102.0,550000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 05:00:00
5174,Toyota,Alphard,minivan,white,Gasoline,2018.0,61000.0,CVT,152.0,3849000,Hybrid 2.5 SR 4WD,2AR-FXE,2.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-21 05:00:00
14823,Nissan,March,hatchback 5 doors,yellow,Gasoline,2003.0,1000.0,AT,90.0,200000,1.2 12c 70th,CR12DE,1.2 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 05:00:00
1727,Honda,Jade,minivan,white,Gasoline,,155000.0,Robot,131.0,925000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-21 05:00:00
6748,Toyota,Mark II,sedan,white,Gasoline,1996.0,250000.0,AT,140.0,270000,2.0 Grande,1G-FE,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 05:00:00
2384,Toyota,Allion,sedan,blue,Gasoline,2008.0,180000.0,CVT,136.0,770000,1.8 A18 G package stylish edition ,2ZR-FE,1.8 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 05:00:00
2099,Honda,Stream,minivan,brown,Gasoline,2007.0,192000.0,AT,140.0,730000,1.8 RSZ,R18A,1.8 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 05:00:00
11856,Mercedes-Benz,S-Class,sedan,black,Diesel,2017.0,12000.0,AT,249.0,8500000,S 350 d 4MATIC L,OM 656 DE 29 LA,2.9 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 05:00:00
1076,Honda,Fit,hatchback 5 doors,white,Gasoline,,120000.0,CVT,99.0,510000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 05:00:00
7427,Lexus,RX400h,jeep 5 doors,black,Gasoline,2005.0,200000.0,CVT,211.0,1300000,3.3h CVT,3MZ-FE,3.3 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 05:00:00
7729,Toyota,Starlet,hatchback 5 doors,white,Gasoline,1994.0,88000.0,AT,100.0,135000,1.3 Soleil,4E-FE,1.3 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-21 05:00:00
632,Toyota,Isis,minivan,grey,Gasoline,2007.0,175000.0,CVT,155.0,685000,2.0 Platana ,1AZ-FSE,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-21 05:00:00
14923,Toyota,Land Cruiser,jeep 5 doors,white,Diesel,,190000.0,AT,205.0,1150000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 05:00:00
2124,Hyundai,Palisade,jeep 5 doors,black,Diesel,2018.0,58000.0,AT,202.0,3290000,2.2 AT 4WD Prestige 7 seats,D4HB,2.2 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-21 06:00:00
8077,Honda,CR-Z,hatchback 3 door,red,Gasoline,2010.0,128000.0,CVT,113.0,656000,1.5 Alpha,LEA,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 06:00:00
13722,Toyota,Prius,liftback,grey,Gasoline,2018.0,55000.0,CVT,98.0,1560000,1.8 S ,2ZR-FXE,1.8 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-21 06:00:00
9673,Toyota,Corolla,sedan,white,Gasoline,1997.0,190000.0,AT,100.0,145000,1.5 DX,5A-FE,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 06:00:00
291,Toyota,Camry,sedan,white,Gasoline,2018.0,92000.0,CVT,178.0,2350000,2.5 WS Leather Package,A25A-FXS,2.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-21 06:00:00
11266,Honda,CR-V,jeep 5 doors,grey,Gasoline,,280000.0,AT,130.0,410000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 06:00:00
8766,Honda,Accord,sedan,black,Gasoline,2013.0,200000.0,CVT,143.0,1340000,Plug-In Hybrid 2.0 SX,LFA,2.0 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-21 06:00:00
2939,Nissan,X-Trail,jeep 5 doors,,Gasoline,2017.0,50000.0,CVT,147.0,1695000,2.0 Mode Premier 5-seat 4WD,MR20DD,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-21 06:00:00
14574,Toyota,Prius,liftback,black,Gasoline,2009.0,215000.0,CVT,99.0,750000,1.8 S,2ZR-FXE,1.8 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-21 06:00:00
