,brand,name,bodyType,color,fuelType,year,mileage,transmission,power,price,vehicleConfiguration,engineName,engineDisplacement,location,parse_date
258,Toyota,Noah,minivan,silver,GasolineMixBlack,2020.0,28000.0,CVT,99.0,1710000, 1.8 Hybrid X (7 Seater),2ZR-FXE,1.8 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-25 06:00:00
879,Toyota,Prius,liftback,black,GasolineMixBlack,,165000.0,CVT,99.0,751000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-25 08:00:00
693,Honda,Civic Ferio,sedan,whitemixblack,GasolineMixBlack,2003.0,321000.0,AT,105.0,121000,1.5 C,D15B,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-25 09:00:00
292,Genesis,G70,sedan,black,GasolineMixBlack,,41000.0,AT,247.0,2210000,,,,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-25 09:00:00
284,Toyota,Prius Alpha,minivan,black,GasolineMixBlack,2011.0,187000.0,CVT,99.0,1088000,1.8 G Touring selection 5 seater,2ZR-FXE,1.8 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-25 09:00:00
483,Honda,Stream,minivan,,GasolineMixBlack,2009.0,71000.0,AT,140.0,841000,1.8 X HDD NAVI package ,R18A,1.8 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-25 11:00:00
908,Nissan,Dualis,jeep 5 doors,grey,GasolineMixBlack,,210000.0,CVT,137.0,731000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-25 12:00:00
36,Nissan,Note,hatchback 5 doors,whitemixblack,GasolineMixBlack,2016.0,81000.0,AT,79.0,1111111, 1.2 e-POWER NISMO,HR12DE,1.2 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-25 12:00:00
149,Mercedes-Benz,C-Class,sedan,black,GasolineMixBlack,2015.0,111000.0,AT,184.0,1851000,C 200 AT 4MATIC AMG Line,M 274 DE 20 AL,2.0 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-25 14:00:00
934,Toyota,Rush,jeep 5 doors,silver,GasolineMixBlack,2010.0,37000.0,AT,109.0,1251000,1.5 G L package 4WD,3SZ-VE,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-25 15:00:00
393,Honda,Accord,sedan,black,GasolineMixBlack,2008.0,222000.0,AT,201.0,821000,2.4 AT Type-S,K24Z3,2.4 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-25 16:00:00
698,Toyota,Sprinter,sedan,whitemixblack,GasolineMixBlack,1991.0,1000.0,Manual,105.0,131000,1.5 SE limited,5A-FE,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-25 17:00:00
469,Toyota,Prius,liftback,,GasolineMixBlack,2012.0,141000.0,CVT,99.0,1099000,1.8 S MY COORDE,2ZR-FXE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-25 18:00:00
204,Honda,Fit,hatchback 5 doors,whitemixblack,GasolineMixBlack,2014.0,117000.0,Robot,110.0,895000,1.5 Hybrid S Package,LEB,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-25 20:00:00
171,Subaru,Levorg,station wagon,black,GasolineMixBlack,2018.0,69000.0,CVT,170.0,1299999,1.6 GT EyeSight 4WD,FB16,1.6 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-25 21:00:00
474,Mazda,Bongo,minivan,whitemixblack,GasolineMixBlack,,126000.0,AT,102.0,551000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-25 21:00:00
271,Mini,Countryman,hatchback 5 doors,brown,GasolineMixBlack,2017.0,64000.0,AT,192.0,2181000,2.0 AТ Cooper S ALL4,B48A20,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-25 22:00:00
394,Toyota,Wish,minivan,whitemixblack,GasolineMixBlack,,95000.0,CVT,143.0,1051000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-25 22:00:00
282,Audi,A7,liftback,whitemixblack,GasolineMixBlack,,63000.0,Automatic,340.0,5610000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-25 23:00:00
370,Toyota,Crown,sedan,whitemixblack,GasolineMixBlack,2018.0,91000.0,CVT,299.0,3899000,3.5 RS Advance,8GR-FXS,3.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-26 01:00:00
877,Toyota,Prius,liftback,whitemixblack,GasolineMixBlack,2012.0,121000.0,CVT,99.0,1121000,1.8 S,2ZR-FXE,1.8 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-26 05:00:00
850,Toyota,Aqua,hatchback 5 doors,whitemixblack,GasolineMixBlack,2017.0,92000.0,CVT,74.0,931000, 1.5 S Style Black,1NZ-FXE,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-26 05:00:00
567,Toyota,Harrier,jeep 5 doors,black,GasolineMixBlack,2007.0,173000.0,AT,160.0,1100000,2.4 240G 4WD,2AZ-FE,2.4 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-26 05:00:00
662,Mitsubishi,Outlander,jeep 5 doors,whitemixblack,GasolineMixBlack,,64000.0,CVT,146.0,1351000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-26 06:00:00
885,Toyota,Land Cruiser,jeep 5 doors,grey,GasolineMixBlack,1996.0,225000.0,AT,215.0,1510000,4.5 80 VX limited 4WD,1FZ-FE,4.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-26 06:00:00
457,Subaru,Forester,jeep 5 doors,black,GasolineMixBlack,2018.0,51000.0,CVT,184.0,2511000,2.5 Premium 4WD,FB25,2.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-26 07:00:00
369,Toyota,Hilux,pickup,grey,Diesel,2021.0,,AT,150.0,3651000,2.4 Z Diesel Turbo 4WD,2GD-FTV,2.4 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-26 07:00:00
91,Toyota,Alphard,minivan,whitemixblack,GasolineMixBlack,2018.0,61000.0,CVT,152.0,3621000,Hybrid 2.5 SR 4WD,2AR-FXE,2.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-26 08:00:00
141,Toyota,Chaser,sedan,black,GasolineMixBlack,1996.0,151000.0,AT,200.0,445000,2.5 Tourer S,1JZ-GE,2.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-26 08:00:00
253,Toyota,Sienta,minivan,yellow,GasolineMixBlack,2015.0,57000.0,CVT,109.0,1086000, 1.5 X (7 seater),2NR-FKE,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-26 08:00:00
952,Toyota,Noah,minivan,black,GasolineMixBlack,,75000.0,CVT,99.0,2231000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-26 09:00:00
493,Toyota,Crown,sedan,grey,GasolineMixBlack,,112000.0,CVT,184.0,2581000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-26 09:00:00
287,Ford,Fiesta,hatchback 5 doors,burgundy,GasolineMixBlack,,35000.0,Automatic,100.0,810000,,,,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-26 10:00:00
451,Nissan,Juke,jeep 5 doors,red,GasolineMixBlack,,148000.0,CVT,117.0,871000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-26 11:00:00
904,Toyota,Chaser,sedan,whitemixblack,GasolineMixBlack,1998.0,181000.0,AT,200.0,535000,2.5 Tourer S,1JZ-GE,2.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-26 12:00:00
166,Honda,Stepwgn,minivan,black,GasolineMixBlack,2018.0,91000.0,CVT,150.0,1961000,1.5 Spada Cool Spirit Honda Sensing Black Style,L15B,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-26 13:00:00
10,Toyota,Harrier,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,21000.0,AT,231.0,3310000,2.0 Turbo Elegance GR Sport 4WD,8AR-FTS,2.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-26 14:00:00
620,Toyota,Alphard,minivan,black,GasolineMixBlack,2018.0,43000.0,CVT,152.0,3851000,Hybrid 2.5 SR 4WD,2AR-FXE,2.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-26 15:00:00
382,Nissan,Dualis,jeep 5 doors,burgundy,GasolineMixBlack,2010.0,172000.0,CVT,137.0,1015000,2.0 20G,MR20DE,2.0 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-26 16:00:00
290,Maserati,Levante,jeep 5 doors,black,GasolineMixBlack,2016.0,38000.0,AT,350.0,3910000,3.0 AT Modena,Ferrari F160,3.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-26 16:00:00
245,Jeep,Cherokee,jeep 3 doors,black,GasolineMixBlack,1988.0,173000.0,AT,177.0,510000,4.0 AT 4X4 Limited,ERH,4.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-26 17:00:00
542,Honda,Fit,hatchback 5 doors,black,GasolineMixBlack,,210000.0,CVT,86.0,315000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-26 17:00:00
570,Toyota,Corolla Axio,sedan,whitemixblack,GasolineMixBlack,,117000.0,CVT,105.0,581000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-26 17:00:00
163,Toyota,Voxy,minivan,black,GasolineMixBlack,2017.0,79000.0,CVT,99.0,1865000, 1.8 Hybrid ZS Kirameki (7 Seater),2ZR-FXE,1.8 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-26 18:00:00
465,Toyota,Voxy,minivan,whitemixblack,GasolineMixBlack,,189000.0,CVT,158.0,981000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-26 18:00:00
696,Lexus,LX450d,jeep 5 doors,grey,Diesel,2015.0,45000.0,AT,272.0,11000000,4.5D AT Executive 2,1VD-FTV,4.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-26 19:00:00
84,Toyota,Land Cruiser Prado,jeep 5 doors,black,Diesel,2010.0,176000.0,AT,173.0,2549000,3.0 AT 5dr.,1KD-FTV,3.0 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-26 19:00:00
260,Toyota,RAV4,jeep 5 doors,whitemixblack,GasolineMixBlack,2020.0,22000.0,CVT,149.0,3151000,2.0 CVT 4WD Style,M20A-FKS,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-26 20:00:00
73,Honda,CR-Z,hatchback 3 door,red,GasolineMixBlack,2010.0,128000.0,CVT,113.0,656000,1.5 Alpha,LEA,1.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-26 21:00:00
384,Toyota,Land Cruiser Prado,jeep 5 doors,black,GasolineMixBlack,2009.0,153000.0,AT,163.0,2310000,2.7 TX 5 seat 4WD,2TR-FE,2.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-26 21:00:00
331,Honda,Vezel,jeep 5 doors,grey,GasolineMixBlack,2016.0,17000.0,Robot,132.0,1585000,1.5 Hybrid X Honda Sensing,LEB,1.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-26 21:00:00
324,Toyota,Probox,station wagon,whitemixblack,GasolineMixBlack,2016.0,112000.0,CVT,109.0,771000, 1.5 GL,1NZ-FE,1.5 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-26 21:00:00
529,Mercedes-Benz,M-Class,jeep 5 doors,whitemixblack,GasolineMixBlack,2014.0,111000.0,AT,525.0,3541000,ML 63 AMG,M 157 DE 55 AL,5.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-26 23:00:00
655,Suzuki,Jimny,jeep 3 doors,blue,GasolineMixBlack,2008.0,82000.0,Manual,64.0,565000,660 Land Venture 4WD,K6A,0.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-26 23:00:00
697,Toyota,Land Cruiser,jeep 5 doors,grey,Diesel,,310000.0,Manual,,1251000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-27 01:00:00
744,Toyota,Hilux,pickup,burgundy,Diesel,,310000.0,Manual,91.0,651000,,,,"Long Biên, Hà Nội, Việt Nam",2022-08-27 02:00:00
399,Toyota,Allion,sedan,whitemixblack,GasolineMixBlack,,55000.0,CVT,144.0,1045000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-27 02:00:00
761,Mazda,Familia,station wagon,whitemixblack,GasolineMixBlack,1999.0,1000.0,AT,120.0,165000,1.8 DX 4WD,QG18DE,1.8 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-27 02:00:00
578,Toyota,Corolla Fielder,station wagon,,GasolineMixBlack,2017.0,61000.0,CVT,109.0,1031000,1.5 X,2NR-FKE,1.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-27 03:00:00
687,Toyota,Caldina,station wagon,whitemixblack,GasolineMixBlack,2003.0,126000.0,AT,132.0,565000,1.8 Z,1ZZ-FE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-27 03:00:00
717,Suzuki,Wagon R,hatchback 5 doors,blue,GasolineMixBlack,,48000.0,CVT,52.0,495000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-27 04:00:00
679,Toyota,Crown,sedan,whitemixblack,GasolineMixBlack,,310000.0,AT,230.0,241000,,,,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-27 04:00:00
825,Toyota,Land Cruiser Prado,jeep 5 doors,black,Diesel,2015.0,71000.0,AT,177.0,3110000, 2.8 TX L Package Diesel Turbo 4WD,1GD-FTV,2.8 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-27 05:00:00
747,Toyota,C-HR,jeep 5 doors,grey,GasolineMixBlack,2017.0,31000.0,CVT,98.0,1851000,Hybrid 1.8 G LED Edition,2ZR-FXE,1.8 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-27 05:00:00
813,Nissan,DAYZ,hatchback 5 doors,,GasolineMixBlack,,71000.0,CVT,64.0,495000,,,,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-27 05:00:00
306,Nissan,Note,hatchback 5 doors,brown,GasolineMixBlack,2017.0,77000.0,CVT,79.0,751000,1.2 X Black Arrow,HR12DE,1.2 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-27 07:00:00
74,Toyota,C-HR,jeep 5 doors,blue,GasolineMixBlack,2017.0,37000.0,CVT,116.0,1691000, 1.2 G-T LED Edition 4WD,8NR-FTS,1.2 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-27 07:00:00
445,Honda,Insight,sedan,black,GasolineMixBlack,2018.0,33000.0,CVT,109.0,1895000,1.5 EX,LEB,1.5 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-27 08:00:00
499,Toyota,C-HR,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,68000.0,CVT,98.0,2100000,Hybrid 1.8 G LED Edition,2ZR-FXE,1.8 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-27 08:00:00
940,Toyota,Corolla Axio,sedan,grey,,,145000.0,Automatic,,881000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-27 09:00:00
617,Toyota,Estima,minivan,black,GasolineMixBlack,2007.0,127000.0,AT,280.0,539000,3.5 Aeras S package (8 Seater),2GR-FE,3.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-27 09:00:00
417,Nissan,Gloria,sedan,blue,GasolineMixBlack,1999.0,269000.0,AT,240.0,371000,3.0 300TX,VQ30DD,3.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-27 11:00:00
176,Lexus,NX200,jeep 5 doors,black,GasolineMixBlack,2017.0,61000.0,CVT,150.0,3051000,2.0 CVT AWD Luxury,3ZR-FAE,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-27 11:00:00
475,Nissan,Cedric,sedan,black,GasolineMixBlack,1999.0,299000.0,AT,125.0,134999,2.0 Brougham 3 number car ,VG20E,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-27 11:00:00
473,Toyota,Hiace,minivan,whitemixblack,Diesel,,131000.0,Automatic,144.0,2751000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-27 15:00:00
227,Mitsubishi,Outlander,jeep 5 doors,whitemixblack,GasolineMixBlack,2015.0,98000.0,AT,118.0,1755000,PHEV 2.0 G NAVI Package 4WD,4B11,2.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-27 17:00:00
771,Land Rover,Range Rover Sport,jeep 5 doors,grey,Diesel,2009.0,137000.0,AT,245.0,1870870,3.0 TD AT HSE ,30DDTX,3.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-27 17:00:00
833,Toyota,Hilux,pickup,whitemixblack,Diesel,2021.0,,AT,150.0,4151000,2.4 Z GR Sport Diesel Turbo 4WD,2GD-FTV,2.4 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-27 18:00:00
527,Audi,Q7,jeep 5 doors,whitemixblack,Diesel,,125000.0,AT,249.0,3210000,,,,"Ba Đình, Hà Nội, Việt Nam",2022-08-27 18:00:00
730,Toyota,Crown,sedan,whitemixblack,GasolineMixBlack,,210000.0,AT,180.0,271000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-27 18:00:00
336,Lexus,NX300h,jeep 5 doors,burgundy,GasolineMixBlack,2014.0,151000.0,CVT,152.0,2681000,300h F Sport 4WD,2AR-FXE,2.5 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-27 18:00:00
123,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,24000.0,AT,163.0,3471000, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-27 18:00:00
424,Toyota,Prius,liftback,,GasolineMixBlack,2017.0,106000.0,CVT,98.0,1435000,1.8 A Touring Selection E-Four 4WD,2ZR-FXE,1.8 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-27 18:00:00
920,Toyota,Hilux Surf,jeep 5 doors,grey,,,381000.0,,,751000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-27 19:00:00
808,Honda,CR-V,jeep 5 doors,silver,GasolineMixBlack,,255000.0,Automatic,170.0,1110000,,,,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-27 20:00:00
780,Honda,N-WGN,hatchback 5 doors,black,GasolineMixBlack,,41000.0,CVT,58.0,491000,,,,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-27 20:00:00
967,Toyota,Cresta,sedan,grey,GasolineMixBlack,1995.0,267000.0,AT,135.0,265000,2.0 Super Lucent,1G-FE,2.0 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-27 20:00:00
969,Subaru,Impreza,sedan,grey,GasolineMixBlack,2010.0,197000.0,AT,110.0,551000,Anesis 1.5 i-L 4WD,EL15,1.5 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-28 00:00:00
506,Nissan,X-Trail,jeep 5 doors,red,GasolineMixBlack,2010.0,231000.0,CVT,170.0,999000,2.5 25X 4WD,QR25DE,2.5 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-28 00:00:00
614,Subaru,Forester,jeep 5 doors,whitemixblack,GasolineMixBlack,2009.0,131000.0,Manual,230.0,559000,2.0 XT 4WD,EJ20,2.0 LTR,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-28 02:00:00
118,Toyota,Vitz,hatchback 5 doors,whitemixblack,GasolineMixBlack,2002.0,192000.0,AT,87.0,353000,1.3 F L package ,2NZ-FE,1.3 LTR,"Đông Triều, Quảng Ninh, Việt Nam",2022-08-28 02:00:00
433,Hyundai,Santa Fe,jeep 5 doors,black,GasolineMixBlack,2017.0,61000.0,AT,171.0,2110000,2.4 AT 4WD Dynamic,G4KE,2.4 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-28 03:00:00
378,Toyota,Land Cruiser,jeep 5 doors,whitemixblack,GasolineMixBlack,2000.0,255000.0,AT,235.0,1510000,4.7 100 VX 4WD,2UZ-FE,4.7 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-28 03:00:00
456,Daihatsu,Move,hatchback 5 doors,grey,GasolineMixBlack,2008.0,132000.0,CVT,64.0,351000,660 custom RS,KF-DET,0.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-28 04:00:00
751,Toyota,Harrier,jeep 5 doors,black,GasolineMixBlack,,181000.0,AT,220.0,1110000,,,,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-28 04:00:00
133,Honda,Insight,liftback,blue,GasolineMixBlack,2009.0,211000.0,CVT,88.0,561000,1.3 L,LDA,1.3 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-28 05:00:00
145,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2017.0,38000.0,AT,163.0,3899999, 2.7 TX L Package 7 seat 4WD,2TR-FE,2.7 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-28 07:00:00
523,Toyota,Corolla,station wagon,whitemixblack,GasolineMixBlack,,351000.0,AT,80.0,221000,,,,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-28 07:00:00
770,Toyota,Land Cruiser,jeep 5 doors,whitemixblack,Diesel,,241000.0,AT,196.0,1841000,,,,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-28 07:00:00
915,Toyota,Voxy,minivan,whitemixblack,GasolineMixBlack,2016.0,104000.0,CVT,152.0,1851000, 2.0 ZS Kirameki II (8 Seater),3ZR-FAE,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-28 09:00:00
535,Mazda,Demio,hatchback 5 doors,grey,GasolineMixBlack,,121000.0,AT,92.0,651000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-28 11:00:00
883,Toyota,Mark II,sedan,,GasolineMixBlack,2000.0,111000.0,AT,160.0,531000,2.0 Grande,1G-FE,2.0 LTR,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-28 11:00:00
53,Toyota,Supra,coupe,grey,GasolineMixBlack,2019.0,11000.0,AT,258.0,3299000,2.0 SZ-R,B48B20,2.0 LTR,"Hoàng Mai, Hà Nội, Việt Nam",2022-08-28 11:00:00
970,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,Diesel,2017.0,54000.0,AT,177.0,4151000, 2.8 TZ-G Diesel Turbo 4WD,1GD-FTV,2.8 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-28 12:00:00
57,Toyota,Harrier,jeep 5 doors,whitemixblack,GasolineMixBlack,2013.0,71000.0,CVT,151.0,2051000,2.0 Elegance 4WD,3ZR-FAE,2.0 LTR,"Long Biên, Hà Nội, Việt Nam",2022-08-28 13:00:00
187,Honda,Freed,minivan,black,GasolineMixBlack,2012.0,95000.0,CVT,118.0,857000,1.5 G Aero (6-Seater),L15A,1.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-28 15:00:00
79,Toyota,Prius,liftback,black,GasolineMixBlack,2009.0,241000.0,CVT,99.0,810000,1.8 G touring selection leather package,2ZR-FXE,1.8 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-28 16:00:00
239,Nissan,Wingroad,station wagon,whitemixblack,GasolineMixBlack,2010.0,121000.0,CVT,128.0,631000,1.8 18G authentic Rider ,MR18DE,1.8 LTR,"Ba Đình, Hà Nội, Việt Nam",2022-08-28 17:00:00
981,Daihatsu,Move,hatchback 5 doors,black,GasolineMixBlack,2015.0,121000.0,CVT,52.0,545000, 660 Custom X SAII,KF,0.7 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-28 17:00:00
960,Lexus,GX470,jeep 5 doors,grey,GasolineMixBlack,2005.0,151000.0,AT,263.0,1410000,4.7 Sport,2UZ-FE,4.7 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-28 18:00:00
78,Suzuki,Escudo,jeep 5 doors,whitemixblack,GasolineMixBlack,2000.0,159000.0,AT,140.0,695000,2.0,J20A,2.0 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-28 18:00:00
509,Toyota,Vellfire,minivan,black,GasolineMixBlack,2018.0,51000.0,CVT,152.0,2991000,Hybrid 2.5 ZR 4WD,2AR-FXE,2.5 LTR,"Uông Bí, Quảng Ninh, Việt Nam",2022-08-28 18:00:00
174,Honda,Vezel,jeep 5 doors,whitemixblack,GasolineMixBlack,2021.0,,CVT,118.0,2281000,1.5 G,L15Z,1.5 LTR,"Bắc Từ Liêm, Hà Nội, Việt Nam",2022-08-28 18:00:00
776,Toyota,Prius,liftback,beige,GasolineMixBlack,2007.0,183000.0,CVT,76.0,731000,1.5 G touring selection leather package,1NZ-FXE,1.5 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-28 20:00:00
520,Toyota,Corolla,station wagon,,GasolineMixBlack,1998.0,194000.0,AT,100.0,151000,1.5 touring wagon G touring,5A-FE,1.5 LTR,"Thanh Xuân, Hà Nội, Việt Nam",2022-08-28 22:00:00
283,Toyota,Land Cruiser Prado,jeep 5 doors,whitemixblack,GasolineMixBlack,2009.0,131000.0,AT,276.0,2751000,4.0 TZ 4WD,1GR-FE,4.0 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-28 22:00:00
801,Honda,Vezel,jeep 5 doors,black,GasolineMixBlack,2016.0,53000.0,Robot,132.0,1515000,1.5 Hybrid Z Honda Sensing,LEB,1.5 LTR,"Hai Bà Trưng, Hà Nội, Việt Nam",2022-08-29 01:00:00
93,Toyota,Crown,sedan,whitemixblack,GasolineMixBlack,2014.0,116000.0,CVT,178.0,1751000,Hybrid 2.5 Royal Saloon,2AR-FSE,2.5 LTR,"Cầu Giấy, Hà Nội, Việt Nam",2022-08-29 01:00:00
882,Mercedes-Benz,GLK-Class,jeep 5 doors,black,Diesel,,211000.0,Automatic,170.0,1251000,,,,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-29 05:00:00
27,Toyota,Crown,sedan,whitemixblack,GasolineMixBlack,2017.0,73000.0,CVT,178.0,2499000,Hybrid 2.5 Athlete S J Frontier Limited,2AR-FSE,2.5 LTR,"Móng Cái, Quảng Ninh, Việt Nam",2022-08-29 05:00:00
404,Honda,Fit Shuttle,station wagon,,GasolineMixBlack,,105000.0,CVT,88.0,778000,,,,"Quận 1, Thành phố Hồ Chí Minh, Việt Nam",2022-08-29 06:00:00
857,Toyota,Prius,liftback,grey,GasolineMixBlack,,183000.0,CVT,76.0,591000,,,,"Hải Phòng, Hải Phòng, Việt Nam",2022-08-29 06:00:00
995,Suzuki,Swift,hatchback 5 doors,whitemixblack,GasolineMixBlack,2017.0,29000.0,Manual,140.0,1291000,Sport 1.4,K14C,1.4 LTR,"Quận 8, Thành phố Hồ Chí Minh, Việt Nam",2022-08-29 06:00:00
246,Land Rover,Range Rover,jeep 5 doors,black,GasolineMixBlack,2012.0,71000.0,AT,510.0,4210000,5.0 S/C AT Autobiography ,508PS,5.0 LTR,"Hạ Long, Quảng Ninh, Việt Nam",2022-08-29 07:00:00
